file_name,read_group_id,library_selection,library_strand,read_length
d50b99b2-ab13-4ee5-a636-5d12164964dd.rna_seq.genomic.gdc_realn.bam,39b1fdd9-3541-49e2-bd24-631bf1fbd94e,Other,,0
50eab75f-5d70-48f6-82b8-eb3a0acfaed2.rna_seq.genomic.gdc_realn.bam,041cfede-ad2a-4798-a0a6-b811fd3dead2,Poly-T Enrichment,,100
335dd11c-ca61-473f-9399-465814584fa9.rna_seq.genomic.gdc_realn.bam,858ac4cd-130b-4d35-8f4a-c6c9a18ce13d,Poly-T Enrichment,,101
66b53c8c-fdfc-4663-9382-bccbf4107650.rna_seq.genomic.gdc_realn.bam,1652fab4-f1ca-4871-a0bf-5cf0ae21929d,Other,,75
7a0d8d05-0909-494c-8577-0ccc920f0d25.rna_seq.genomic.gdc_realn.bam,5c166aa9-dbe0-4b2a-9a35-3e36b24ad9de,Other,,0
25fe19df-0226-493a-afe4-63aa1a63e7da.rna_seq.genomic.gdc_realn.bam,e07fc714-4e54-4d18-a0a6-d15dc235de90,Other,,0
e5c4c2f8-e46d-4ee4-bc10-1c5cec98aa1c.rna_seq.genomic.gdc_realn.bam,02705c40-c5ee-483f-858f-ee4afccb02f2,Other,,0
5dcc0e20-da5b-495e-8506-c50dda4eeeb0.rna_seq.genomic.gdc_realn.bam,eea8ee15-3824-44be-8826-cb4b0674f99e,Poly-T Enrichment,,101
8328c4f3-d141-4b7b-ba3c-35b1b687eae0.rna_seq.genomic.gdc_realn.bam,d168c0ba-e4fd-4075-af30-a16c1365fc51,Other,,75
f990be6b-386e-4c8c-80ca-b531e8f68405.rna_seq.genomic.gdc_realn.bam,6d8e4233-7376-488c-92ae-bc9adfc2f079,Other,,0
f9766f61-9d46-49c8-afea-efea444b5664.rna_seq.genomic.gdc_realn.bam,19c86047-4582-48b8-9a1a-4da050b3c851,Poly-T Enrichment,,101
815c079e-bdac-4412-ae07-e58444c921e5.rna_seq.genomic.gdc_realn.bam,de0194fc-39fb-44a6-80b5-25c47b807552,Poly-T Enrichment,,101
4b08d9a2-0761-4f34-a66b-404962f684e4.rna_seq.genomic.gdc_realn.bam,775b90e5-ed1d-4d35-a72a-da3b565ab4a9,Poly-T Enrichment,,101
d97a03fc-7df4-4dd7-bfa7-235a8eff5108.rna_seq.genomic.gdc_realn.bam,c83c2536-1c39-408e-8429-5489bfef3125,Poly-T Enrichment,,101
2cf3909e-8d20-4ef0-8a8c-68e128fbde4a.rna_seq.genomic.gdc_realn.bam,62ffabfd-caba-4ad8-b0f4-681132f2f761,Other,,0
5f0b7240-0e85-442c-a853-0cdc629e6826.rna_seq.genomic.gdc_realn.bam,fdd72a88-4af2-462a-8722-3c40a2f27407,Other,,0
e2331676-15f4-4b2b-81c4-9fcda9604f32.rna_seq.genomic.gdc_realn.bam,d06580be-4c51-40ca-9ae6-681efd8b637a,Other,,75
e9f3a1c1-5045-4b4d-b43e-9d300f569c38.rna_seq.genomic.gdc_realn.bam,cf396346-fab1-476a-bcbd-9e703f78fe7b,Other,,0
c5f384e8-6c9b-44b7-b967-0d01951b786c.rna_seq.genomic.gdc_realn.bam,f59eae46-95ee-4197-b843-dd9acb059959,Poly-T Enrichment,,101
cf2bdfc2-94d6-4157-9e34-8a061568827b.rna_seq.genomic.gdc_realn.bam,c6338ded-4d56-4f1c-8e0b-e0f3bf9015fd,Other,,75
ac8bd717-35c8-4e3d-aeaa-958f92a64b49.rna_seq.genomic.gdc_realn.bam,ea705144-b346-4b4c-b63a-1744c9c7b267,Poly-T Enrichment,,101
1c51f322-e3c2-430e-8e3d-13ea174e9922.rna_seq.genomic.gdc_realn.bam,fd0626c9-7290-45ff-90de-4025c15aa219,Other,,0
fb78d3a8-e9ed-4600-8a3b-5112ae7e305f.rna_seq.genomic.gdc_realn.bam,4ea1dea4-0407-42cd-a3a3-7e67fd11fb54,Other,,75
e36b611f-280e-452e-9095-794609aa13b6.rna_seq.genomic.gdc_realn.bam,53bde004-83e5-4ab9-a846-3e9c4557e588,Poly-T Enrichment,,101
d1fef5c8-a366-4d8c-aec5-1718f1e2a51d.rna_seq.genomic.gdc_realn.bam,1bb8fbdf-dfda-4656-8360-83ee21bebd17,Other,,0
57ab9787-ff89-48fa-9d88-14434ca6d0ef.rna_seq.genomic.gdc_realn.bam,3a50a98d-3850-46c6-a137-7ef630e5c138,Other,,75
3dc47cc9-af61-4b35-a8a8-6c716b192f72.rna_seq.genomic.gdc_realn.bam,6af7cc47-edaa-4338-9ced-48cf3219db59,Other,,75
f22847d8-7e65-4d4e-bc63-5fecbcedd1db.rna_seq.genomic.gdc_realn.bam,3460ccc1-e3e7-4979-b82e-5413d60f4da4,Poly-T Enrichment,,101
fbfab6b4-0083-49af-a5ae-128ca2139a48.rna_seq.genomic.gdc_realn.bam,989a2145-6773-4c08-84ab-03e0132bedd1,Poly-T Enrichment,,101
a3053e5f-67be-49cf-a7f7-2c50a3e7662f.rna_seq.genomic.gdc_realn.bam,d77b5fd9-1fa7-4610-8e0e-6a948869bb35,Poly-T Enrichment,,101
39435943-7fcb-4812-8415-aeb8f4aa9536.rna_seq.genomic.gdc_realn.bam,0ce5b07a-bbc8-40db-a554-d723cadbea89,Other,,0
9ab62ba5-2f76-48e1-8545-9e6512a85d5c.rna_seq.genomic.gdc_realn.bam,d4dd79e6-54ac-43c3-9dd0-8690dcd05b8e,Poly-T Enrichment,,101
940f2346-b76a-48a2-b7c0-377aa3c077dc.rna_seq.genomic.gdc_realn.bam,14490f66-a15a-4236-9cc1-bc46561ea70f,Other,,0
2d3a4a42-c27f-4139-b451-bf9233e9cfb7.rna_seq.genomic.gdc_realn.bam,75b325ed-4631-48df-8324-5bc34a0cc2cc,Poly-T Enrichment,,101
62a74970-cdbd-47a3-948d-49a0616ba8fa.rna_seq.genomic.gdc_realn.bam,e51a8c1d-8670-4c75-9167-14a3a4a8d2a1,Poly-T Enrichment,,101
99c2b9ed-a80a-4b01-a622-c5ac9b295803.rna_seq.genomic.gdc_realn.bam,49d796c5-6290-47dc-8476-43edee4c967d,Other,,0
e9df1a69-389e-4d6d-9171-55b0d171d5dc.rna_seq.genomic.gdc_realn.bam,b7bdd0e7-76e0-4613-9334-6d59379113e2,Poly-T Enrichment,,101
dbd759b4-3670-4a8e-9934-13c1fdf14e1e.rna_seq.genomic.gdc_realn.bam,06776ea3-5e4d-4067-9902-78510d5a40c1,Poly-T Enrichment,,101
cffcbc15-2618-4c28-8e67-e18f65c2ed07.rna_seq.genomic.gdc_realn.bam,8ffa2657-10bb-4a6a-8f35-c09918f2fa00,Other,,75
89b998d4-1d28-42bb-8c85-cb36f4549a05.rna_seq.genomic.gdc_realn.bam,903b04cb-0988-4ab5-89ea-b8577719dcfc,Other,,0
c55909f7-0e38-4aae-8461-62150f757c47.rna_seq.genomic.gdc_realn.bam,4fc0340d-ad49-434f-b4eb-07d87b7268b1,Other,,0
94dd0d03-4ae2-46e0-b49d-2d3c0aadc6d8.rna_seq.genomic.gdc_realn.bam,f37c8b95-760e-4a95-a29d-721c7aa2ede2,Other,,0
558c2808-7894-4e7c-87e3-38d4a79af3e4.rna_seq.genomic.gdc_realn.bam,700b5835-215a-4d35-8586-3aafc11b41b9,Poly-T Enrichment,,101
aede5f0d-c5f5-4be3-a666-16722d22b0fc.rna_seq.genomic.gdc_realn.bam,817cf982-96f9-48ea-be72-49c4285e2e21,Poly-T Enrichment,,101
f7626d51-aa4a-42e4-b57e-2da0870ec246.rna_seq.genomic.gdc_realn.bam,4ce6916d-a11e-46ba-9831-fa3be5583b94,Other,,0
95c69ee5-f712-4e34-abb1-7a23e2505e85.rna_seq.genomic.gdc_realn.bam,3e171ef5-3810-4d85-bd5b-d3c7b1530443,Poly-T Enrichment,,101
03d6418c-4038-4de5-abb8-7c21558d9b37.rna_seq.genomic.gdc_realn.bam,46bafae3-62f8-4026-8855-158406c6fab6,Poly-T Enrichment,,101
3e1f049d-e140-427c-b839-8e8589fdc27e.rna_seq.genomic.gdc_realn.bam,42da6d47-4fa2-46d9-a4c2-358898124301,Other,,0
5760d869-4eca-4b8d-b591-8a10d09af521.rna_seq.genomic.gdc_realn.bam,87c94491-e4d4-4954-aed2-63f853505d24,Poly-T Enrichment,,101
22c0af5f-9f33-4c3b-8b36-350afbf61f2f.rna_seq.genomic.gdc_realn.bam,33f0fcd3-2efe-4ee5-a628-dc04aab0a44c,Other,,0
e36b17a6-1d28-4fa3-a9f9-7c37261c20e8.rna_seq.genomic.gdc_realn.bam,918cc229-add8-42cf-bdf0-0a902c9b2831,Other,,75
e36b17a6-1d28-4fa3-a9f9-7c37261c20e8.rna_seq.genomic.gdc_realn.bam,41f78ccb-a8ad-42f2-b5c2-6e2c62bf7159,Other,,75
92a7f176-01d5-4e28-a39b-52082b6ca6e9.rna_seq.genomic.gdc_realn.bam,7c813d1f-22cb-4dcd-94e1-82dc8fc60de6,Poly-T Enrichment,,101
da98ca86-1716-46e5-aa21-4f835cc961d8.rna_seq.genomic.gdc_realn.bam,f3aad4c4-89c4-43d4-9402-db346c603a67,Other,,0
791a5ac7-59ed-4dab-9eb0-9c1b80b36597.rna_seq.genomic.gdc_realn.bam,0a69ee3a-0ec3-4c3f-952c-56da5373dd90,Poly-T Enrichment,,101
2e7db68d-ce43-4bb3-8c9b-2d00524ce9b1.rna_seq.genomic.gdc_realn.bam,1b255fce-c601-4a9a-ba03-a90ded9a70d3,Other,,0
4b7cdecd-4de6-442e-b31f-5abd165e8e5f.rna_seq.genomic.gdc_realn.bam,2dfa757b-b0fe-46dd-8788-2ac8ccc6757f,Other,,75
8842bbb6-2bc8-4d06-9d31-956cdd8a4162.rna_seq.genomic.gdc_realn.bam,58bfa853-b9f0-46d9-a39d-1bc8b11553f6,Poly-T Enrichment,,101
7a970850-52e3-4fbf-9d0c-35aa6de05f0a.rna_seq.genomic.gdc_realn.bam,ffc7fc75-4f5a-44e8-99d8-f2a7f4c48236,Poly-T Enrichment,,101
181542e2-4327-4cff-92c1-74af6e62d5d2.rna_seq.genomic.gdc_realn.bam,27fc345c-6666-4b60-afad-c2cd9c1b3671,Other,,0
c968eafc-bb57-4d57-a6c1-40ba5fc52e40.rna_seq.genomic.gdc_realn.bam,11f91ec7-3d2f-4e29-8d7f-f10f8571bca4,Other,,75
fd110c7b-d58e-4ff5-8cc8-35347ec43dcc.rna_seq.genomic.gdc_realn.bam,d9beb187-df97-4e04-afb7-345c7dc90de4,Poly-T Enrichment,,101
6224ba9e-915a-4980-bf08-039f2d7e9942.rna_seq.genomic.gdc_realn.bam,884e765d-78f9-460d-ab63-d41f20b60ca0,Poly-T Enrichment,,101
f033ad12-b63d-4dc7-bd66-d7e91918d67f.rna_seq.genomic.gdc_realn.bam,ebecdf38-d116-4c8c-b0f0-96152f4a92c6,Poly-T Enrichment,,101
9ced8e70-ce8a-4667-adb8-d2d8997613b4.rna_seq.genomic.gdc_realn.bam,840b2bde-b1d1-494f-8a42-34c5ebde30da,Poly-T Enrichment,,101
4c333edb-93f2-4a2b-8353-ad897f2edc4b.rna_seq.genomic.gdc_realn.bam,076b1688-7cd1-4a5c-9e6a-d21cb5214d20,Poly-T Enrichment,,101
252acca5-75ca-4c7c-8fd7-a67d0ddb699d.rna_seq.genomic.gdc_realn.bam,6e652444-0750-4260-861c-8704909ff45f,Other,,0
e5bc2382-20cb-45c8-8602-ff91c1a4c061.rna_seq.genomic.gdc_realn.bam,16b19dc6-112d-40b3-9d25-ab537f36583c,Other,,0
1fece18c-b9c7-4d2d-bc53-cc7fdb981854.rna_seq.genomic.gdc_realn.bam,72705630-ec62-4cd9-9dec-faca87ddf997,Poly-T Enrichment,,101
46c6538f-73b8-4bbe-98df-a7bfa25bb216.rna_seq.genomic.gdc_realn.bam,733ecbb5-2f92-4328-a712-652884de354b,Poly-T Enrichment,,101
7e8c85a3-fa49-42b6-94e8-c11c3395bcbc.rna_seq.genomic.gdc_realn.bam,111fd6bc-aff9-433b-a100-2dd0cbf8e521,Poly-T Enrichment,,101
ea6a33a8-7efc-4132-931a-61f2cae914c2.rna_seq.genomic.gdc_realn.bam,880c3bfd-8b98-4374-8052-83f2ed729efd,Poly-T Enrichment,,101
70e2766c-9bb9-499e-a957-16f7a7ebcab1.rna_seq.genomic.gdc_realn.bam,a3296dd7-397b-4795-9956-c47084752e87,Other,,0
3c840ff0-80f2-4d4b-8d2a-c209d11eb742.rna_seq.genomic.gdc_realn.bam,38b6797f-bf70-49c8-882c-69c22af200d3,Other,,0
5068cd50-b9ee-49fc-9b85-37e57d9bb12d.rna_seq.genomic.gdc_realn.bam,0a043808-073e-43fc-b10e-a504888adf54,Poly-T Enrichment,,101
97a82ad9-c76a-4173-8845-50f3256b8d15.rna_seq.genomic.gdc_realn.bam,a6347d2b-1f58-43b5-8aa2-b13b8d699910,Poly-T Enrichment,,101
e2b953e6-7042-4b5e-8c68-a8f3415b3687.rna_seq.genomic.gdc_realn.bam,5abb48d1-940d-40ea-9c24-e20fa4a11f69,Poly-T Enrichment,,101
c2c81aa1-441c-4263-bb22-d06cef1871bb.rna_seq.genomic.gdc_realn.bam,2531e69d-1042-422e-b73f-52edae5adffc,Other,,75
3681b077-d017-4a40-9cb2-48c42d63c377.rna_seq.genomic.gdc_realn.bam,83caf91f-67c3-430c-b255-9e21b6b0d049,Poly-T Enrichment,,101
b636034c-22e9-4090-993d-6cf0ca57bf5e.rna_seq.genomic.gdc_realn.bam,dafe09de-ed8e-4442-9a0a-543f2626c703,Poly-T Enrichment,,101
3fd60079-f509-40c8-be18-8a8cb3670d8e.rna_seq.genomic.gdc_realn.bam,1b0076a6-ff82-4037-9334-dbecf7530550,Other,,75
c2f8982e-c47b-4b1b-b181-beab46a7158c.rna_seq.genomic.gdc_realn.bam,0b8b7cb4-08e5-4ddc-a68d-165fe5c33d92,Poly-T Enrichment,,101
c2f8982e-c47b-4b1b-b181-beab46a7158c.rna_seq.genomic.gdc_realn.bam,e482cde9-1111-403a-a8ea-7966e48c52ab,Other,N/A,101
c69c63e7-1f76-4294-bf55-7da39f2934d4.rna_seq.genomic.gdc_realn.bam,3850ab5d-4930-4ff4-9fc9-ed3a48df1747,Other,N/A,101
c69c63e7-1f76-4294-bf55-7da39f2934d4.rna_seq.genomic.gdc_realn.bam,78d4bfd7-03d1-4ed7-8048-36c517ec33e8,Poly-T Enrichment,,101
3eea3660-6071-49cb-b426-fceffbe8e37c.rna_seq.genomic.gdc_realn.bam,e01972ac-bd1b-4982-a446-75d07dc6e6b4,Other,N/A,101
3eea3660-6071-49cb-b426-fceffbe8e37c.rna_seq.genomic.gdc_realn.bam,de815db0-4f1b-42f3-a569-1a4dcc352423,Other,,101
8cf37547-4e88-4be1-948d-9f3659a6c90d.rna_seq.genomic.gdc_realn.bam,f253c520-cbec-45b9-bacc-cd33f084f1d7,Poly-T Enrichment,,101
8cf37547-4e88-4be1-948d-9f3659a6c90d.rna_seq.genomic.gdc_realn.bam,cb5d124f-dc24-4085-b963-9776afaaca60,Other,N/A,101
acb580cb-7c43-439c-a2c1-50391ff93e10.rna_seq.genomic.gdc_realn.bam,686a9523-5263-4981-a65e-1665722c85b3,Poly-T Enrichment,,101
acb580cb-7c43-439c-a2c1-50391ff93e10.rna_seq.genomic.gdc_realn.bam,9cc46c10-a16f-4efb-a466-9a3bebc91585,Other,N/A,101
179bcc12-1c8a-4d31-b0ae-3cdc2fe9c2eb.rna_seq.genomic.gdc_realn.bam,cb07f52c-2bdd-41a2-88f0-4654a948b623,,,100
704793b9-6649-41fb-89ab-6cf194ef8bb2.rna_seq.genomic.gdc_realn.bam,e7a40e15-8f8a-4c51-85b3-070731185b14,,,100
74d6a30d-6cbc-4386-a5ef-0cb5020eeb45.rna_seq.genomic.gdc_realn.bam,fc11d4c3-ef4d-4e1c-8ce8-d64c8507bb78,Other,,100
74d6a30d-6cbc-4386-a5ef-0cb5020eeb45.rna_seq.genomic.gdc_realn.bam,482f427b-df1d-4f66-bf87-e6abd80f0e95,Other,,100
2bbe7da1-5c33-4892-8048-7d73e2f2147d.rna_seq.genomic.gdc_realn.bam,0b8e9be6-d0b4-4f81-b2d6-838a3f9fa16e,,,75
4e9c9631-e52f-4485-81c2-4f140bec2655.rna_seq.genomic.gdc_realn.bam,57eb4c56-6d8c-4531-9222-b2c662f6c665,Other,,100
4e9c9631-e52f-4485-81c2-4f140bec2655.rna_seq.genomic.gdc_realn.bam,83d273a0-1d46-489f-b496-3ff31797dddf,Other,,100
958f4c0a-c244-40be-ac0b-1bbc2cd2a59a.rna_seq.genomic.gdc_realn.bam,ca36de49-63ad-4e73-b49f-42de44ee8f0f,,,100
964f16ed-cd59-41da-abba-dd09c63c5cfc.rna_seq.genomic.gdc_realn.bam,28bece19-f56d-4740-b233-a413ca152cd6,Other,,100
964f16ed-cd59-41da-abba-dd09c63c5cfc.rna_seq.genomic.gdc_realn.bam,f648dc0d-d3c4-48a6-9f2c-33538a222b54,Other,,100
1ccb1af6-85ae-4db5-8535-f5bd7ace81b1.rna_seq.genomic.gdc_realn.bam,b3e7760d-e4cc-4e2f-8df3-6eb563c21c0d,,,100
fb5f5a00-071a-4fdd-ba39-151ed8b919a4.rna_seq.genomic.gdc_realn.bam,70e4fa7d-1960-4d1f-889f-0815db82ef38,,,75
0b8cd934-169b-482e-b0ff-6bbc1b5dbba4.rna_seq.genomic.gdc_realn.bam,95ff06b9-044d-44f5-8d0a-d3ea59f253e1,,,75
97a477e9-5481-40a0-a6d2-0405a2e3d5d1.rna_seq.genomic.gdc_realn.bam,33d8ae0b-eda4-4fd1-84f8-415df63bb7d4,,,100
4e38ef5f-949e-4135-9858-886b586e4f59.rna_seq.genomic.gdc_realn.bam,132bdf78-93c6-4614-be24-d3fdce4f7365,,,100
bde2b8cc-1862-461b-aac0-8d133d405969.rna_seq.genomic.gdc_realn.bam,e5beed94-e24f-449d-aad9-cd2718e83b0c,,,100
00e9ff33-0da7-4288-b067-9ab8214bd7ce.rna_seq.genomic.gdc_realn.bam,4746a730-b027-4ebb-a2cd-010da7964096,,,75
2f68fb66-cbff-4714-bdbb-fa15324d190f.rna_seq.genomic.gdc_realn.bam,93af53c3-8a4f-4d03-8899-1bf3739c8341,,,75
7aae18da-1e3e-409a-828c-3dfc4997377b.rna_seq.genomic.gdc_realn.bam,1fe85ee2-1aa7-4975-a8cd-a796bf413270,Other,,0
4f982553-0b6e-4cc6-a927-56435c8f49ec.rna_seq.genomic.gdc_realn.bam,a1bddfd6-b95e-4d77-bfea-94187cf3d21a,,,75
1c5d3be5-b49c-4526-a9ee-735e3717b282.rna_seq.genomic.gdc_realn.bam,c82f85ff-3dd5-46fb-b13a-a2dcd3263486,,,75
4522ffe2-dc28-4b42-8586-29abc84b84d2.rna_seq.genomic.gdc_realn.bam,1514ce42-a997-4c30-bbcd-f729acb54046,,,75
297c7a22-d602-4c35-bc5d-72d3ab802c59.rna_seq.genomic.gdc_realn.bam,d30cc021-749d-4b20-9965-ee42d4e9e63b,,,100
166529de-7ad4-49cf-aa2e-fb48a7a6b83c.rna_seq.genomic.gdc_realn.bam,b9124077-fe46-4111-8275-208463d0df31,,,100
b4ba819b-6691-4322-9514-297c7b4ceb53.rna_seq.genomic.gdc_realn.bam,b7785831-0ee9-4758-9347-c2f14dd2af45,Other,,101
60d3ba60-91a0-472a-a2d6-5e0e270ea38b.rna_seq.genomic.gdc_realn.bam,5bdcb892-da09-434f-bf06-ac31ebe90756,,,75
b2810912-ad14-498a-aec6-dee38e34af4d.rna_seq.genomic.gdc_realn.bam,7b7873c6-b239-4c90-bd37-a2d853fd629b,Other,,100
b2810912-ad14-498a-aec6-dee38e34af4d.rna_seq.genomic.gdc_realn.bam,c31cea8e-9224-4621-9471-26e2973d2c4b,Other,,100
8b3c14b9-5d68-477d-8440-82d94e40139f.rna_seq.genomic.gdc_realn.bam,48a2f319-079c-450d-b970-c05f9f3491d4,,,100
d1375d77-03cb-4596-9bbc-f94875cfc732.rna_seq.genomic.gdc_realn.bam,ff7a0ccf-b901-42ec-a95c-aabbea2d627e,,,75
486a2986-5fa6-41ea-bb56-3e5c6fd88eb7.rna_seq.genomic.gdc_realn.bam,6b68780f-ba3f-4c85-ab17-f6784d9c06e3,,,75
2ec79198-624d-4f40-9175-0b67e27fba04.rna_seq.genomic.gdc_realn.bam,8953bd7d-194e-4c14-85a5-1c8c984408fe,,,100
4d0b9121-ba7a-4ec3-9b1a-c919b965aa89.rna_seq.genomic.gdc_realn.bam,082321fa-8215-420b-95e3-6ba42070a8fe,,,100
b25e7e41-36ef-4e8f-be78-d3a59f9df061.rna_seq.genomic.gdc_realn.bam,02cdec72-acf9-485c-b9d9-83f1462079fc,Other,,100
b25e7e41-36ef-4e8f-be78-d3a59f9df061.rna_seq.genomic.gdc_realn.bam,729a153a-8885-4ac4-895d-e2a65fd3b2e1,Other,,100
3494192d-9b06-43b1-8651-210b206b831f.rna_seq.genomic.gdc_realn.bam,b174128e-a349-4f8d-a625-ec67ca050d6c,,,100
d4756d8e-44d3-4a75-9632-803e8ffc8f21.rna_seq.genomic.gdc_realn.bam,268f4ba9-3547-4898-83b5-9f8f117728fa,,,75
2babb40a-4d11-47c9-8370-16b40eba6542.rna_seq.genomic.gdc_realn.bam,765e339e-8ef0-4c42-b55e-e014290422a6,,,75
b5cc0304-58a0-45e5-9e5f-d87d2361150d.rna_seq.genomic.gdc_realn.bam,6051d87b-b773-4421-bd8a-04007290e890,,,100
9ae5e3c2-d773-40d2-9313-8d7f4b421ec4.rna_seq.genomic.gdc_realn.bam,039f1a6f-a9ff-43ef-ba59-bb20d007f1e0,,,100
c09c105c-bd13-4b4a-941a-3c8c12b3df05.rna_seq.genomic.gdc_realn.bam,a9b11a4a-d06e-4ee5-b8a9-7a0c2cb1c9d4,,,100
e6c85ea6-de74-4b80-8a91-8fe910efa90c.rna_seq.genomic.gdc_realn.bam,156b8434-fb30-4aae-ac9d-e9c3b653428b,,,75
21c632ec-036d-450d-a27b-637a599900e5.rna_seq.genomic.gdc_realn.bam,d96f551e-b8ae-459f-93f1-56c382d7e1f0,,,75
05fe9830-4f96-45e2-8798-7e7d977ebf04.rna_seq.genomic.gdc_realn.bam,c9c058ab-2f2e-4df1-93f8-5040a63522b0,,,75
c75fb94a-90a1-4298-b14d-cab454fa9510.rna_seq.genomic.gdc_realn.bam,031f07d2-1d47-4290-b8e7-38dc52176581,,,100
aff20cd1-53ed-4c3a-a00c-a6e05617b12a.rna_seq.genomic.gdc_realn.bam,1f46bee2-5290-44c4-98b6-bb1533186525,Other,,100
aff20cd1-53ed-4c3a-a00c-a6e05617b12a.rna_seq.genomic.gdc_realn.bam,7778ad95-981d-4918-9cd2-2a7536e598d7,Other,,100
77ba090a-b7a0-4dc0-9a36-a8d84d8935b4.rna_seq.genomic.gdc_realn.bam,854c34a0-1f76-4c25-ac32-603083f694f7,,,100
d804bd08-bee7-4f8b-9da8-4455b290b43a.rna_seq.genomic.gdc_realn.bam,7b92709e-830c-49ba-80ba-b402f9b613a0,,,100
3aa004be-bd1c-47ab-8d20-4fe41c34f5c5.rna_seq.genomic.gdc_realn.bam,c19e7c26-675d-4923-965e-9b1c3664da0f,,,100
ad070968-e6bf-4565-8b4b-2ebdb82e64a0.rna_seq.genomic.gdc_realn.bam,b688c7a4-bc71-407c-b583-392a5ef2ba5f,,,75
c5e1a705-3e27-42f2-b12c-00f252ddd0bd.rna_seq.genomic.gdc_realn.bam,c70555e1-2daa-454a-95bf-f4e2237c8398,,,100
8bf3b623-410b-4072-b632-3bc943ae1f5a.rna_seq.genomic.gdc_realn.bam,07e3de3e-0950-4b3b-b099-93b6bff011b8,,,100
b853abf0-27a9-4250-9f9f-cbab7c1289bb.rna_seq.genomic.gdc_realn.bam,ee08e78f-8ee8-454e-8b78-e7a3b69b5f9c,Other,,100
b853abf0-27a9-4250-9f9f-cbab7c1289bb.rna_seq.genomic.gdc_realn.bam,1becc18a-4885-49a7-bbea-96dec6fe3252,Other,,100
34b9275e-8981-43a2-b3b9-e1700982c372.rna_seq.genomic.gdc_realn.bam,3e1ce94f-d5a1-4d0b-bcb8-cf930ffe4c21,Other,,100
34b9275e-8981-43a2-b3b9-e1700982c372.rna_seq.genomic.gdc_realn.bam,726a328e-c82a-4c36-82dd-53105c918918,Other,,100
d342f9f9-1ef5-4f8d-942e-392a980d6177.rna_seq.genomic.gdc_realn.bam,a8553ee9-869d-427c-8834-744331b1bd12,,,75
ee3a47f1-f645-4fa6-91dd-52dc4288a1ca.rna_seq.genomic.gdc_realn.bam,8fdc2bf7-0f5d-4ac9-aaae-577e673f0763,,,100
8e1c1fc5-999a-4e87-8214-27eef86da461.rna_seq.genomic.gdc_realn.bam,d2345dbf-c7ca-45b5-b8da-863307a8f4b6,,,100
9928a60e-0679-4ce1-ae53-fbacb0483958.rna_seq.genomic.gdc_realn.bam,d8d2e01c-b3df-4b3d-aed3-5c0670a5484a,,,100
e1754b98-de1d-4a1e-ac03-abdceeabd6d1.rna_seq.genomic.gdc_realn.bam,9331f32a-55c4-4471-a667-a4f84136cc1f,,,75
423625b3-9693-4b17-a243-837bf3d6b379.rna_seq.genomic.gdc_realn.bam,c220c820-4a73-4907-a27a-960ceed2eb22,,,75
fce51452-bce1-4629-b539-00c927500417.rna_seq.genomic.gdc_realn.bam,ae4c0382-d9ef-4b04-bc5c-3305ec39b93c,,,100
0e113951-6fb4-4bb7-aaae-4b1cacdf5981.rna_seq.genomic.gdc_realn.bam,66c0f046-4b4a-4c4c-988b-74f95c70c6be,,,75
8a607167-c788-4735-97ac-f47f1254cfea.rna_seq.genomic.gdc_realn.bam,37f66316-4517-477a-9f12-b0fc21b88d0a,Other,,100
8a607167-c788-4735-97ac-f47f1254cfea.rna_seq.genomic.gdc_realn.bam,74ed61dc-6879-42ae-9a89-4914e1c028c8,Other,,100
00d0d7aa-5782-4bdf-a13e-e08ec09ea9bb.rna_seq.genomic.gdc_realn.bam,ff8704c3-cdef-4873-aacd-16cf9696d3cc,,,100
b70e088a-6a13-4d5c-ad51-b437513bd428.rna_seq.genomic.gdc_realn.bam,7e0d2f32-ee21-4f66-9928-29de6072f07b,,,75
1ab58ff8-1ebc-432d-b548-b71a8e48d279.rna_seq.genomic.gdc_realn.bam,b21a5e30-ce4e-48a4-a7b7-bab08fdf8947,,,100
71998644-81f6-41e9-837c-7860c5f60e77.rna_seq.genomic.gdc_realn.bam,1a633319-8f62-4d57-91bc-7608543f7468,,,100
93526307-3099-40e9-a21a-d2318be128f6.rna_seq.genomic.gdc_realn.bam,c2810ae8-3cc2-479a-b06c-0943a9cb531e,,,75
1fc4653f-2dfe-44cf-b2e2-4823b5541c1f.rna_seq.genomic.gdc_realn.bam,87cf4b3f-31f9-4ab2-8d20-2367b79a9391,,,75
9706b0ad-2e38-4350-91dd-1dc7f76d0d0f.rna_seq.genomic.gdc_realn.bam,3f5749ed-00cd-4827-9f6e-dea1fa83d26d,,,100
6e36ab80-aa68-473b-98ea-08b5202ec808.rna_seq.genomic.gdc_realn.bam,3d4cb2c6-247c-4faf-9156-654fb53f9262,,,100
b743daaf-7eea-4f17-83d0-92d8a6ba0a98.rna_seq.genomic.gdc_realn.bam,a7137beb-ebcb-43a6-82c7-61b83db1e143,,,75
746bcdd8-5df8-458e-9ee9-74cf5aa1a0c9.rna_seq.genomic.gdc_realn.bam,b73b86e7-61c1-4be1-85d7-c1a0f33784f8,Poly-T Enrichment,,101
083389e5-51fe-412c-b8d3-0587d1baa306.rna_seq.genomic.gdc_realn.bam,8e5b7a2e-2c1f-44c4-a536-45dc0ca82bdd,Other,,0
a042e10c-2bd0-483a-a375-add7cf5da1f8.rna_seq.genomic.gdc_realn.bam,ef519a65-cc5a-4975-a80e-ee11ff1b5961,Other,,0
