file_name,read_group_id,library_selection,library_strand,read_length
f0e8088e-d0dd-43c8-a20c-4bc11aa62d98.rna_seq.genomic.gdc_realn.bam,52d72735-8a27-4f96-b147-f22d20d33c07,Other,,0
35926ed0-13f7-4c9f-a220-687af6ecbc37.rna_seq.genomic.gdc_realn.bam,ab08b410-dd52-4330-873e-490fdcda42ed,Poly-T Enrichment,,101
35926ed0-13f7-4c9f-a220-687af6ecbc37.rna_seq.genomic.gdc_realn.bam,2fdd3daa-17f4-43cb-99df-2118be7a0940,Poly-T Enrichment,,101
ce3560ab-e040-4a09-9b11-a074dbdbae5e.rna_seq.genomic.gdc_realn.bam,4d00b3f1-5db2-4d55-9e32-6712fad5181d,Poly-T Enrichment,,101
452b49da-836c-4a95-bbc5-b8f3b6de728a.rna_seq.genomic.gdc_realn.bam,cd06405f-7cb3-40d7-9448-be8f9067cb15,Poly-T Enrichment,,101
8cb6b6b5-35b7-47a7-8b1d-944cf305411f.rna_seq.genomic.gdc_realn.bam,799fc970-0c72-44ae-b53c-0dfc93075fa1,Poly-T Enrichment,,101
548d5fd5-4919-40dd-9d6b-2e4ecae687f1.rna_seq.genomic.gdc_realn.bam,7e7b8916-4678-4f84-874c-befe4fbd83af,Poly-T Enrichment,,101
22c3fa06-7375-4405-bad9-427f7338eaf5.rna_seq.genomic.gdc_realn.bam,0ec3613e-1b67-4a55-a0a6-5bcb19e9d600,Poly-T Enrichment,,101
214a7ace-0618-47d2-bb96-1c67ae66d1e2.rna_seq.genomic.gdc_realn.bam,bf5bdbf3-339f-44ba-80cc-a0480b88bb96,Poly-T Enrichment,,81
214a7ace-0618-47d2-bb96-1c67ae66d1e2.rna_seq.genomic.gdc_realn.bam,9c698f0f-3f14-42e2-b289-4c4f2b19d639,Poly-T Enrichment,,81
690fe0ff-f3a1-4a1d-903d-1b384e743b35.rna_seq.genomic.gdc_realn.bam,5722f8ad-5b3c-4ac2-8e59-d743c9464e47,Poly-T Enrichment,,81
690fe0ff-f3a1-4a1d-903d-1b384e743b35.rna_seq.genomic.gdc_realn.bam,49617d48-0299-48ca-8abf-ddd7d65fcf49,Poly-T Enrichment,,81
413caf19-cd31-4b23-9b25-3989ccd2a7dc.rna_seq.genomic.gdc_realn.bam,8109a0f5-171f-4041-9b9c-8d95fedde496,Other,,100
22a8c85d-346b-4747-baf1-b674227e7cd4.rna_seq.genomic.gdc_realn.bam,b04bb59f-d856-4bdf-93dc-161c486e97ad,Other,,0
79baa90a-dea3-4929-ad8a-88502e0b80d2.rna_seq.genomic.gdc_realn.bam,2ee91954-1407-4813-adcb-adb3e2e29e81,Other,,0
6eab40b2-3249-4e11-9aa7-11d057969916.rna_seq.genomic.gdc_realn.bam,069bd04f-9917-45bf-a475-c294f7b1a536,Other,,0
da0c46cc-7c11-4b8e-894e-db687d888369.rna_seq.genomic.gdc_realn.bam,8c1ad7b5-c4cb-4672-8ea4-539e37a286e7,Other,,0
cc1f48b8-8c1b-4e3a-a9b2-094e23612bbd.rna_seq.genomic.gdc_realn.bam,df56a6d9-1ddf-41b5-9254-930c21f94cc7,Other,,75
53ad947c-c78c-48c1-8c82-52a100de13d8.rna_seq.genomic.gdc_realn.bam,4fa0e6e3-842b-49ab-882a-3a5039a181e2,Poly-T Enrichment,,101
a58d33ba-1962-4a61-90e6-c8bbbeab1481.rna_seq.genomic.gdc_realn.bam,5a14924a-979a-4d85-9838-d67491e4fb5d,Poly-T Enrichment,,101
299a520c-3069-4ba5-88fc-3198319aa5a7.rna_seq.genomic.gdc_realn.bam,914b4725-41f0-4a93-a525-6dcaaffeed8a,Poly-T Enrichment,,101
822a212d-016e-40e6-820f-81fafa6719b9_gdc_realn_rehead.bam,825e835d-4315-4401-8077-735c93b0c92a,Other,,0
afddffb2-6fd1-4eb9-a7b1-6bad0b0d625a_gdc_realn_rehead.bam,82288ba2-74ef-4a54-9e11-213d8cbc7a64,Other,,0
bda11989-d96b-423f-8010-d7e648daebcb_gdc_realn_rehead.bam,4f7b4e3b-caa8-4f49-ae3f-2fcb8e046877,Other,,0
fa82b123-bb22-4fd9-afff-789e745b6b17_gdc_realn_rehead.bam,8a438067-8cc0-436b-ab39-e9f692db9081,Other,,0
e657824b-b636-455f-bdf8-926c2c17097d_gdc_realn_rehead.bam,ba9ec728-4a78-4213-a356-c7cb5debf641,Other,,0
9789e412-2649-4135-ba77-09e73335b1a9_gdc_realn_rehead.bam,56da3dd8-94b3-484f-afbb-c22ee7b2da05,Other,,0
ee54432c-6716-4e4d-a543-26c3840dc8dd_gdc_realn_rehead.bam,7eb7a795-45b9-455f-adab-aea943e2b759,Other,,0
20d953a1-0e6d-4106-9bd4-6b78d848651c_gdc_realn_rehead.bam,2eb3529e-3ca4-4360-bb58-f2632b3badc2,Other,,0
6ce41afb-6f07-4a48-9a69-8bc20635e07e_gdc_realn_rehead.bam,92bd5d78-d1c0-455a-a9ff-48e5183eaa4d,Other,,0
c89cccec-7203-4953-8d05-bf7e7026547c_gdc_realn_rehead.bam,865273f1-2c90-455a-b218-28a346633aa6,Other,,0
295d7b24-1851-461d-b5f2-8d088001c63f_gdc_realn_rehead.bam,2cf6a737-f093-49dc-823f-edbf0079ce52,Other,,0
303e0e7f-0063-468f-b9f3-cbcb0ad00107.rna_seq.genomic.gdc_realn.bam,9df935b9-ca8a-4a80-89d9-86632278d7a0,Other,,0
ebeb4308-f233-4303-9804-8d2355cbfaba.rna_seq.genomic.gdc_realn.bam,31d71e47-c95d-408c-8bd2-d2dbca739f58,Poly-T Enrichment,,101
2a9e659d-bfed-4f71-a9c7-d697f36217f6.rna_seq.genomic.gdc_realn.bam,0b31c0d1-2d7b-49e4-920c-f11bfe5dff3a,Other,,0
28c4c3f7-3d82-4e82-9989-609f16fb329f.rna_seq.genomic.gdc_realn.bam,06d6cf4b-7e5c-481c-a2f6-5b7f28e5a61e,Other,,0
deb002fb-e736-4ddb-973a-4c1739a85ce6.rna_seq.genomic.gdc_realn.bam,051c3f0a-e341-4fa7-828c-6bb0fdea06bd,Other,,75
29037e4e-4def-4029-8d6b-d2ad8bb131d4.rna_seq.genomic.gdc_realn.bam,11849884-dadb-44c0-9f9b-aa3ebf53efff,Poly-T Enrichment,,101
46d2751b-4a44-4c75-bf2a-2c2366fbd017.rna_seq.genomic.gdc_realn.bam,fb97498c-0bb0-40d6-9611-9d8ca6e8071e,Other,,75
35274629-3dc0-47f9-8741-4ceacab3362a.rna_seq.genomic.gdc_realn.bam,a63c7d50-f910-4a36-b4ae-70f1cbb0ba76,Other,,0
f77ec7c0-6eed-4dc6-9302-35fb35117d51.rna_seq.genomic.gdc_realn.bam,a88cc8b5-ff1c-42ae-b73f-aadd23355972,Poly-T Enrichment,,101
ac275295-bd37-47c9-9e4c-0764ebaa64d3.rna_seq.genomic.gdc_realn.bam,9865218a-d097-4eec-af87-12566991fbc8,Poly-T Enrichment,,101
ebd84851-b1dc-4e65-84ff-d75da0ab7d36.rna_seq.genomic.gdc_realn.bam,f9cc1030-7c44-4559-955f-85923535c636,Other,,0
0e8925be-6b5d-4d62-8010-b34e602b4af5.rna_seq.genomic.gdc_realn.bam,6b010860-a539-41d2-bbec-1263b0ce8394,Poly-T Enrichment,,101
fb0f0c8e-c2ba-4b27-ae8d-d6aa830b99cc.rna_seq.genomic.gdc_realn.bam,4c00bf09-c466-498c-b089-6ce4701921b9,Other,,0
db7b7038-04b3-478b-9010-730aed0bee3d.rna_seq.genomic.gdc_realn.bam,a8c1e3e7-885b-4e74-908e-b8a3e86d1d96,Other,,0
fd199239-b0f4-414b-bf1f-97b8b26ab1b4.rna_seq.genomic.gdc_realn.bam,98234d2b-a94e-463d-b28f-5c4bab8c4a7c,Other,,75
b4e37ca5-6637-46e4-9b29-9f5971d0c558.rna_seq.genomic.gdc_realn.bam,d6ec72c0-cd53-478f-9d21-3e031bd2dc7b,Other,,0
8e315431-d2b4-49f3-8eb8-35e664c1f2fe.rna_seq.genomic.gdc_realn.bam,9d89ac80-6bc7-4bdf-a891-fee8be7c1e7e,Other,,0
65bedd7a-986a-40c7-9e6c-5ce820a249f4.rna_seq.genomic.gdc_realn.bam,4012cfd1-09f7-4ff1-baae-34ec7fe54937,Poly-T Enrichment,,101
5f54e64c-c972-4af5-917a-1badc9c6c18c.rna_seq.genomic.gdc_realn.bam,6836a1da-7e24-4b31-b845-1424bddc2548,Poly-T Enrichment,,101
a27c23e3-2114-4f60-b5ad-cacac38853ea.rna_seq.genomic.gdc_realn.bam,b8d3ac31-e4bd-4297-ba9a-603fede5247c,Other,,0
7b33241d-8582-4fbf-8763-18be3c48502f.rna_seq.genomic.gdc_realn.bam,f84ac90e-8326-4903-b09f-c720bcf65cd1,Other,,0
70ef8d34-8e82-4a32-95fd-1952cadba375.rna_seq.genomic.gdc_realn.bam,f83757f0-1b32-4510-aaca-34c67b57c043,Other,,0
05787ce9-fe02-4005-a48f-17e62cf6c0d1.rna_seq.genomic.gdc_realn.bam,be95d821-4513-41dc-8dcb-1dafc30da5ac,Poly-T Enrichment,,101
2bc4539e-623a-4455-a5a0-02761aae5fbd.rna_seq.genomic.gdc_realn.bam,026fee57-685e-4b2f-9f06-d022006232eb,Poly-T Enrichment,,101
90d782c0-1eb4-403b-8db7-b58b32111264.rna_seq.genomic.gdc_realn.bam,18bbbd6e-a166-4b8c-8ece-29a8be27d23b,Other,,0
e1372450-ef4d-48fd-9511-2a3c7e4dadd3.rna_seq.genomic.gdc_realn.bam,dd37097c-ae7c-44d9-a281-79b05a947dcf,Other,,100
db0049aa-78bb-47de-8590-6eb391bcc1fb.rna_seq.genomic.gdc_realn.bam,7b9223cb-e68b-4582-9611-528ac78d7a9a,Poly-T Enrichment,,101
34d945fb-1a97-4229-913f-e8d59de5b174.rna_seq.genomic.gdc_realn.bam,fdd7b7d2-8623-4ffe-8061-aea9d008fe67,Poly-T Enrichment,,101
e0f45324-1fff-4b41-97fa-5399e763e04f.rna_seq.genomic.gdc_realn.bam,bc743cac-dbd9-4d13-bd42-6f9b6b7336c2,Other,,0
6685f0af-5841-4246-88b2-8f22b7372f7b.rna_seq.genomic.gdc_realn.bam,57a2b4ff-0c18-4b80-9035-2418b8b9da9f,Other,,0
b39521e8-f79d-49ef-84ae-ab8a239ba51b.rna_seq.genomic.gdc_realn.bam,32dc331c-3abe-4d2b-a721-719b8b4465f4,Poly-T Enrichment,,101
781e6fa0-f4c4-4e5f-84fe-36acf4ac05f6.rna_seq.genomic.gdc_realn.bam,84cb37d7-f485-49fe-8b38-c78a74c8fffc,Other,,0
c2ab9579-9d49-4427-806f-5a5b353b3a3e.rna_seq.genomic.gdc_realn.bam,1b9326b3-2f10-481b-bf47-81e56141747a,Poly-T Enrichment,,101
29065932-b953-4d9e-8c96-5b9d2d718a8e.rna_seq.genomic.gdc_realn.bam,8b60f12d-78da-441f-a37c-4d35e49e4d60,Poly-T Enrichment,,101
5269a655-b004-4092-ace2-84a6c723deed.rna_seq.genomic.gdc_realn.bam,5d8fc1fc-f91e-4f01-a311-4e9c341b6dad,Poly-T Enrichment,,101
83e7e79b-2488-4e63-8a6f-89a5569763ac.rna_seq.genomic.gdc_realn.bam,dc7a256d-0297-4b12-b9c6-db712b1d5cf3,Other,,75
ec389450-cc84-4000-9fc9-84101096592e.rna_seq.genomic.gdc_realn.bam,5c2d260d-c164-43ce-ac7b-5398fb661404,Poly-T Enrichment,,101
1c69e7a0-b87f-4c98-abd3-349feceaf655.rna_seq.genomic.gdc_realn.bam,9d19a0f3-b169-490c-8548-3d8b82847c80,Poly-T Enrichment,,101
a5b37731-6819-4d2d-b521-0ad775729454.rna_seq.genomic.gdc_realn.bam,03c69762-3a1a-4323-b7b7-60232e48444c,Other,,75
55be8ffb-62bd-43b6-8385-dace39ee844e.rna_seq.genomic.gdc_realn.bam,c5577a04-86f4-4361-8154-9a1d480c24c5,Other,,0
8bbf94bc-9a49-4662-8b9f-90cb157f2d49.rna_seq.genomic.gdc_realn.bam,736c319e-81ef-46da-a15f-0e6748b1bc87,Other,,0
d61f00dd-2c5a-46c5-b1b6-ce6a042bd684.rna_seq.genomic.gdc_realn.bam,bfa4f225-6d7d-4eb1-9150-fbe1eebb7b49,Poly-T Enrichment,,101
c31d2b49-e639-40de-91e1-e59386c92f0e.rna_seq.genomic.gdc_realn.bam,90af8b9b-91df-4f17-8953-1ed4efe7d5f6,Poly-T Enrichment,,101
94c6cbcf-7529-44e7-9b5e-fd2077aaf789.rna_seq.genomic.gdc_realn.bam,f1b28c34-fba1-4e4e-8662-4f9a454b0a8f,Other,,0
068f4c59-f9af-471f-b678-90a9ee0e81aa.rna_seq.genomic.gdc_realn.bam,fccf87f7-1943-4f22-bd86-254bf7855b6c,Poly-T Enrichment,,101
6f15ec3d-db45-4f7d-bf02-3ea5c1c3db4d.rna_seq.genomic.gdc_realn.bam,b90b4b2d-c767-4f9f-8ba8-b7dd596e239d,Other,,0
bba5ee07-5b49-4fce-b9d2-0235964ce2e1.rna_seq.genomic.gdc_realn.bam,56d4184f-cf6d-4881-b61b-57ff91d74f38,Poly-T Enrichment,,101
d22a1799-c225-455b-a5e6-63f1a342acb2.rna_seq.genomic.gdc_realn.bam,4b966dfc-304a-44ec-aceb-a597d3608056,Other,,0
b9ed151c-edcf-4e2e-b679-fe10953890d9.rna_seq.genomic.gdc_realn.bam,df751b10-de81-4423-be71-107549395736,Other,,0
2bb00431-5ad9-45b0-b1a4-178abeeb5b7e.rna_seq.genomic.gdc_realn.bam,2b9a1e19-a20b-4488-9a11-ce60af8e81ac,Poly-T Enrichment,,101
8cd1f58e-c63d-46da-9136-6ccbf0151718.rna_seq.genomic.gdc_realn.bam,ccd37546-9259-4621-8135-08a2bb273ab8,Poly-T Enrichment,,101
96a24c40-571c-4d2d-b622-df7bfae76155.rna_seq.genomic.gdc_realn.bam,4a382ed7-7ab1-4221-bf5e-077a305271b1,Poly-T Enrichment,,101
acfbf2a2-0d18-4334-9c47-a1f2f3a8c01f.rna_seq.genomic.gdc_realn.bam,656ebd0c-49b3-4842-a7f1-52fb004bbd6f,Other,,75
0b87cb33-6f84-4f15-b20b-0ccadde91e65.rna_seq.genomic.gdc_realn.bam,453b557c-4159-4f2b-b717-e8ee912a28fe,Poly-T Enrichment,,101
1521a4b7-775a-4a60-8770-f210389c1566.rna_seq.genomic.gdc_realn.bam,b7771c99-2025-4b8b-8993-76f94f01f6a8,Poly-T Enrichment,,101
3c87f061-858a-4ce1-875d-7a2fb08f56c3.rna_seq.genomic.gdc_realn.bam,499d80ff-f471-4ef6-86fa-53f5e433f38a,Other,,0
79a8603d-3897-48bc-9a96-a07bb9205b18.rna_seq.genomic.gdc_realn.bam,01dc4766-be09-43d6-9cb9-269ee5642709,Poly-T Enrichment,,101
20c2944c-cfa6-4ad7-86ed-3f0be6d25eb1.rna_seq.genomic.gdc_realn.bam,98c02161-4860-4491-a3fc-c8ad4ca2704a,Poly-T Enrichment,,101
0fbc8448-e189-419c-bd8e-ff6d67b0f5d4.rna_seq.genomic.gdc_realn.bam,7bae6037-508d-483d-ab7c-f5256f748f01,Poly-T Enrichment,,101
225594b4-9207-4b12-83c8-81303648c7aa.rna_seq.genomic.gdc_realn.bam,38fc92cd-13de-4476-a0c8-51bb35e47d23,Poly-T Enrichment,,101
09cf2394-c949-4e96-8627-8429a39051e4.rna_seq.genomic.gdc_realn.bam,fef4fa0d-3532-4ddc-a52c-c62d7f873adf,Other,,0
540f3020-b6b7-4353-ae02-ffb7eb07fdf7.rna_seq.genomic.gdc_realn.bam,e0798834-a31b-4101-bda8-9e7be39314da,Other,,0
32dbe5f5-cb48-47a9-b247-2c0fae9f1e35.rna_seq.genomic.gdc_realn.bam,d0b76770-950c-4d19-be16-76d81a17489d,Other,,0
ad94b312-ecb6-48fa-991e-f00896df103e.rna_seq.genomic.gdc_realn.bam,e9d58aeb-a1b0-471a-8cd1-a4ec48041735,Poly-T Enrichment,,101
9d30cf61-bfc1-4d04-9e22-344c3910a361.rna_seq.genomic.gdc_realn.bam,87b928cb-065c-4c83-b453-b23ec7ef6464,Poly-T Enrichment,,81
9d30cf61-bfc1-4d04-9e22-344c3910a361.rna_seq.genomic.gdc_realn.bam,d49900a9-06a3-4769-8685-692bcd1d2e91,Poly-T Enrichment,,81
df9b379d-ac3a-4a39-9924-00da142d8fc2.rna_seq.genomic.gdc_realn.bam,f462cba2-45ef-433d-8911-cd3c7e536d03,Poly-T Enrichment,,81
df9b379d-ac3a-4a39-9924-00da142d8fc2.rna_seq.genomic.gdc_realn.bam,1f4080fa-fe30-4592-bdee-dee0bb6151be,Poly-T Enrichment,,81
a1828510-8c3e-42af-9358-6a86fce7b9fa.rna_seq.genomic.gdc_realn.bam,eaf7f8f2-baa6-4f12-abfd-9522e894e737,Poly-T Enrichment,,81
a1828510-8c3e-42af-9358-6a86fce7b9fa.rna_seq.genomic.gdc_realn.bam,4f3062a2-ca62-4dfa-8f44-ae1a88554032,Poly-T Enrichment,,81
7c39092c-88b4-4a4d-a40c-673ea7121c7d.rna_seq.genomic.gdc_realn.bam,aca8c05a-8852-4f48-afb5-562f9b4b6958,Poly-T Enrichment,,81
7c39092c-88b4-4a4d-a40c-673ea7121c7d.rna_seq.genomic.gdc_realn.bam,266f8919-c4e4-499d-9c9d-9e7f7bea9b74,Poly-T Enrichment,,81
7c39092c-88b4-4a4d-a40c-673ea7121c7d.rna_seq.genomic.gdc_realn.bam,b0d38a5c-1f74-4f3b-a0a7-f563439268ef,Poly-T Enrichment,,81
7c39092c-88b4-4a4d-a40c-673ea7121c7d.rna_seq.genomic.gdc_realn.bam,62b6ff64-2c41-4cc3-859c-711a62fe4bc4,Poly-T Enrichment,,81
03e0370f-f706-4725-a044-4f0462bce186.rna_seq.genomic.gdc_realn.bam,cd7203ab-6bae-4b52-bf6b-58a0090e9479,Other,,0
f3c6c16c-9f86-4685-96ec-f46139b9cf95.rna_seq.genomic.gdc_realn.bam,543168ef-d4b0-441a-9d72-2ec80436151a,Other,,0
c71c1b83-6956-43c9-971e-fcd73153640b.rna_seq.genomic.gdc_realn.bam,ce12d322-7c58-4e86-be25-564c243a0864,Poly-T Enrichment,,101
d8f8ec20-0c73-422c-9403-44689a80e1bb.rna_seq.genomic.gdc_realn.bam,eefc857b-8e83-44d8-a7d0-76c57d663ce4,Poly-T Enrichment,,101
48d8570b-70f8-4474-b6ba-a4e6f609722a.rna_seq.genomic.gdc_realn.bam,fdcc9420-fab7-45f9-afb1-7a9d776046a4,Other,,0
ea7e1035-59a6-4c78-a1a2-6527fdd15e5f.rna_seq.genomic.gdc_realn.bam,bf5a2bf6-37f5-4bac-a4ad-24afa47ba558,Other,,75
6bfbecb4-7833-4db0-8359-917ebdab4b76.rna_seq.genomic.gdc_realn.bam,662daee2-1f00-4ef5-918f-888c5a88c16d,Poly-T Enrichment,,101
d7bc2078-880b-4b66-9183-865068868aa7.rna_seq.genomic.gdc_realn.bam,e6f75415-db2c-43aa-8f5b-ec432f075b5a,Other,,0
0b255985-e94d-46fc-85c0-126ee4ca38c0.rna_seq.genomic.gdc_realn.bam,6ccebdeb-3447-4742-a08d-2fa4f56f8d7e,Poly-T Enrichment,,101
7b541c59-cb90-4d1f-9bb4-333d69c8a70a.rna_seq.genomic.gdc_realn.bam,ba4f158b-b918-41b1-9332-a3c6fbe5b661,Poly-T Enrichment,,101
2904802f-981c-4dae-8db5-aaef58083090.rna_seq.genomic.gdc_realn.bam,1e2d83d0-208d-4a0f-b3e0-eafb4d067bda,Other,,0
a74ace2e-0ad9-4e28-a2af-ef4857af47e8.rna_seq.genomic.gdc_realn.bam,8edf33fa-99fc-4fa4-a0da-4b9762f4e8b3,Poly-T Enrichment,,101
569a4f6c-cbef-4c33-9c20-f68e8cbd5dac.rna_seq.genomic.gdc_realn.bam,4d684eef-897f-4022-9a94-477c45cfe70f,Poly-T Enrichment,,101
9c206c6a-74d5-4f5b-97eb-8fe39e88023b.rna_seq.genomic.gdc_realn.bam,ff25bfb4-7169-4246-9de5-a90a6c10d54e,Other,,0
3fbd93a3-4c5c-4cbe-8cd1-674e7093076c.rna_seq.genomic.gdc_realn.bam,52c01d07-fdba-427f-9401-3bb91544a692,Other,,0
aa1b8cf7-83f6-47a3-b194-f551de91427b.rna_seq.genomic.gdc_realn.bam,e20b9a27-be08-4bf5-9f62-3b058b4e21b8,Other,,0
1ab85002-cd8e-4151-8b2a-9a3bc3873721.rna_seq.genomic.gdc_realn.bam,2ec60df4-f1f9-497b-af4a-72e06fcbddc5,Other,,75
d72cba75-0f4b-468d-b7c1-b62492d4b817.rna_seq.genomic.gdc_realn.bam,7bf89925-c69c-449b-a91b-cf45f3bfdc4c,Other,,0
25562493-3fa7-4d06-83c0-6c4c26eb54b6.rna_seq.genomic.gdc_realn.bam,c759d8cb-6839-4abb-8b11-2c67c9adfa70,Poly-T Enrichment,,101
f9e81a15-595a-4b9b-8697-16ceb0bf68aa.rna_seq.genomic.gdc_realn.bam,7e2b8078-8687-4268-94e5-771b761b47dc,Other,,0
fa63f265-6fa0-43b1-a386-99529fa180fe_gdc_realn_rehead.bam,0e31a523-5334-472d-b3cd-5444850e5bcd,Other,,0
1ee6fe2d-5710-4626-87fa-685f9194538e_gdc_realn_rehead.bam,4367ac4f-d2de-4351-82d3-c4bd454a7da3,Other,,0
211093fe-fbe5-4220-8e06-96a843a8aaed_gdc_realn_rehead.bam,923a5e65-e779-4e7f-b4ef-a7c9002e2c2f,Other,,0
5af3a2c2-0add-442f-8751-7419ae6c8392_gdc_realn_rehead.bam,a904e98a-68d8-4528-bb87-0bac7d08551a,Other,,0
d8edb857-c77f-40d2-8c17-70938008f273_gdc_realn_rehead.bam,a559509d-2ab0-485a-988e-34350a7e1978,Other,,0
177d0f60-20c3-416f-a776-721e4c718e11_gdc_realn_rehead.bam,92997f03-227b-4a5e-9de1-da1b4bec57a9,Other,,0
f35066e0-dcd7-4720-8b48-cce923b6f55d_gdc_realn_rehead.bam,88d9cf32-243d-4111-b664-f3759a992b25,Other,,0
2a049d32-6b94-4e88-803b-05f29a39cce5_gdc_realn_rehead.bam,adbf8235-7e82-4d6a-b474-5e167e281cea,Other,,0
588f53b0-3632-43f5-90f3-a2438557ad04_gdc_realn_rehead.bam,a9adb8b1-34db-4b3f-8662-466551a8118a,Other,,0
e072e243-82a3-4b33-8e12-8ec7aa537b38_gdc_realn_rehead.bam,ebc95387-6954-4531-a6f7-d0c30d99218b,Other,,0
1f221b47-508f-4e28-81ca-b21e9bc96c95_gdc_realn_rehead.bam,3923290c-c641-4ada-9240-03bd887e2b7e,Other,,0
7462175a-9e0c-4dd2-8a14-fd93120a18f2_gdc_realn_rehead.bam,d635ed8d-78ca-406a-8815-b8f77522c97b,Other,,0
5ef8173a-82b9-47eb-b028-3bbe7f2e6fb0_gdc_realn_rehead.bam,89c4414f-d5e1-4d30-bbca-57fbb00cc088,Other,,0
1d771dc6-c9c4-4c62-91aa-0de26951d4f5_gdc_realn_rehead.bam,dd625184-7cc7-4dc9-ae42-089611911e2f,Other,,0
fb4a7028-80c7-4bcb-88cf-5d4f9300b57f_gdc_realn_rehead.bam,8b32d96a-ba0c-427c-9667-4075eb478019,Other,,0
9a872d3f-09f7-43c5-a94e-c33297070e48_gdc_realn_rehead.bam,2ff76ab2-a3d7-45a6-98c5-2f98834f9c02,Other,,0
934c96bf-7d94-4aa8-9a18-ec4080347246_gdc_realn_rehead.bam,592adbde-8139-4ba9-a1d4-0bcccd33ce95,Other,,0
580f5407-bda6-48ba-a6bd-daa1ad86b880_gdc_realn_rehead.bam,b766ca6b-e9e4-4eb0-8008-74924a69932a,Other,,0
c93f7fdb-a270-478e-ae43-a9e4630d5897_gdc_realn_rehead.bam,c43cf6ec-e93b-481e-9108-971ab3a26d02,Other,,0
c06c1843-67b7-481a-b80d-17712fd8e1f0.rna_seq.genomic.gdc_realn.bam,97feaf2d-fd72-4f0f-bd95-810bd3926844,Other,N/A,101
c06c1843-67b7-481a-b80d-17712fd8e1f0.rna_seq.genomic.gdc_realn.bam,5adead8b-8311-48a7-9a24-78d536134ccc,Poly-T Enrichment,,101
ce5e176c-554a-4c4d-b0bd-ae4bcb4be143.rna_seq.genomic.gdc_realn.bam,ceef004a-2036-458b-b9fe-b2cff8e0f8d1,Other,N/A,101
ce5e176c-554a-4c4d-b0bd-ae4bcb4be143.rna_seq.genomic.gdc_realn.bam,f4e6ed32-f872-4779-925d-993ff8530196,Poly-T Enrichment,,101
6fa4aab7-7d56-4329-baf5-25593968cf38.rna_seq.genomic.gdc_realn.bam,dd13ddaf-1b45-402a-a79b-bb4bed88aec3,Poly-T Enrichment,,101
6fa4aab7-7d56-4329-baf5-25593968cf38.rna_seq.genomic.gdc_realn.bam,87a60ec3-945d-4d25-973e-0fe3d82a7d8b,Other,N/A,101
a766ee89-7ec8-4f53-b01a-43da3c904495.rna_seq.genomic.gdc_realn.bam,6943b342-e63d-4d1b-b660-fb5213ebedd6,Other,N/A,103
a766ee89-7ec8-4f53-b01a-43da3c904495.rna_seq.genomic.gdc_realn.bam,ea3b71ac-8e60-48b5-b582-30cc1850be18,Poly-T Enrichment,,103
9cb8d8d0-faf3-4ff3-8c05-aa62228a599a_gdc_realn_rehead.bam,32a052cf-4e88-4b8d-b819-2ba437dae384,Other,,0
beb0456d-6ee9-478d-af4f-f967fe1cf039_gdc_realn_rehead.bam,81c2c51e-362a-4214-b57b-b7506452b2d0,Other,,0
286bd3d7-78e6-4dce-8b2b-87e98e1a0bcb_gdc_realn_rehead.bam,f54f0b35-8cae-470c-bb8f-d891ceea37c6,Other,,0
3aa8be63-4127-41f9-afc3-a0a6123e8135_gdc_realn_rehead.bam,da1fff8d-a751-40ae-9e19-ed29c2b8834e,Other,,0
0dc733e9-f032-47d8-ab60-0c1c69b47771_gdc_realn_rehead.bam,efb7ee50-f8eb-468e-910a-1d2745ce99c8,Other,,0
794c7447-2da4-412a-9652-19b90a4dc1d1_gdc_realn_rehead.bam,50556456-7942-4f41-aa6d-ee68cd18fdbb,Other,,0
22fd4b13-73a3-4016-ba61-caf8f39b8ca0_gdc_realn_rehead.bam,eb9b61db-4ccc-4ea3-8bf7-0913623af0b2,Other,,0
563f6dee-374c-4ae2-83e3-4afa1e794ae8_gdc_realn_rehead.bam,6a31acdd-2229-4ead-90ae-3493600cccc0,Other,,0
b2ea7a18-ae3f-45b8-b8b2-da2c90d353a5_gdc_realn_rehead.bam,17fb7b2f-eb8c-4301-b81b-98693677a7c9,Other,,0
161aea9e-e7f8-489a-97b6-27d663095848_gdc_realn_rehead.bam,1ceb23f0-befc-4e0d-8c00-a00f3fedb1c5,Other,,0
6edd4baa-4a91-457c-98ef-00a8f86511f2_gdc_realn_rehead.bam,a8571c50-2cde-4192-904c-8f1a440fa175,Other,,0
a57fa6e9-a112-4535-9def-e6fc3c69e206_gdc_realn_rehead.bam,a21ef298-8de1-4ee1-9f46-d32ab867786b,Other,,100
eb45fde9-b3a6-42cc-91a8-924e53778245_gdc_realn_rehead.bam,d26dcc96-9a0d-422d-9a17-0eccccbe6b04,Other,,0
dc9c3012-58f7-464a-a755-c1b856cffc24_gdc_realn_rehead.bam,e44ade53-6f16-4d60-8048-91d3810ea458,Poly-T Enrichment,,50
dc9c3012-58f7-464a-a755-c1b856cffc24_gdc_realn_rehead.bam,f1beb9be-f3f8-4f53-b9a2-bd7bc54f6b02,Other,,0
789198d9-0392-44de-a7a2-d58a2dc3bc2b_gdc_realn_rehead.bam,aa0af9dd-e52f-4a75-8f22-80c12f4a2312,Other,,0
03683f5b-77bc-46b8-bd94-07e85d977d22_gdc_realn_rehead.bam,408c8be5-2287-4116-a6d0-8188e52bd6a5,Other,,0
