PBTA-PNOC003-Lancet-Somatic-PT_KTRJ8TFY-BS_AF5D41PD-BS_SNRF1RKC	31.5	15.2830555556
PBTA-PNOC003-Vardict-Somatic-PT_KZ56XHJT-BS_AK9BV52G-BS_3PNWA7WT	29.8	10.7127777778
PBTA-PNOC003-Vardict-Somatic-PT_0MXPTTM3-BS_8SYN7GXG-BS_NY9MPC8F	21.96	15.3522222222
PBTA-PNOC003-Vardict-Somatic-PT_KZ56XHJT-BS_YHXMYDBN-BS_3PNWA7WT	40.01	10.2727777778
PBTA-PNOC003-Vardict-Somatic-PT_NK8A49X5-BS_AHAXPFG3-BS_668350EZ	19.75	15.7397222222
PBTA-PNOC003-Vardict-Somatic-PT_KZ56XHJT-BS_DVDT4VXQ-BS_3PNWA7WT	59.57	17.2675
PBTA-PNOC003-Vardict-Somatic-PT_KBFM551M-BS_M0B42FPR-BS_9H6Z0MEG	62.61	18.215
PBTA-PNOC003-Vardict-Somatic-PT_9GKVQ9QS-BS_JRFVST47-BS_MVYA262V	42.62	10.8069444444
PBTA-PNOC003-Vardict-Somatic-PT_9GKVQ9QS-BS_3Z40EZHD-BS_MVYA262V	32.87	13.7102777778
PBTA-PNOC003-Vardict-Somatic-PT_KTRJ8TFY-BS_HYKV2TH9-BS_SNRF1RKC	35.27	7.98888888889
PBTA-PNOC003-Vardict-Somatic-PT_KTRJ8TFY-BS_BQ81D2BP-BS_SNRF1RKC	40.3	13.495
PBTA-PNOC003-Vardict-Somatic-PT_KBFM551M-BS_9P4NDTKJ-BS_9H6Z0MEG	49.15	18.4572222222
PBTA-PNOC003-Vardict-Somatic-PT_KZ56XHJT-BS_X5VN0FW0-BS_3PNWA7WT	43.54	10.5591666667
PBTA-PNOC003-Vardict-Somatic-PT_MNSEJCDM-BS_CBMAWSAR-BS_29YQSB5E	23.16	11.4622222222
PBTA-PNOC003-Vardict-Somatic-PT_M9XXJ4GR-BS_682Z7WH6-BS_9TSKXKGH	36.14	14.8647222222
PBTA-PNOC003-Vardict-Somatic-PT_KZ56XHJT-BS_H8NWA41N-BS_Q7R8BT07	62.26	17.4602777778
PBTA-PNOC003-Vardict-Somatic-PT_KZ56XHJT-BS_1Q524P3B-BS_3PNWA7WT	30.04	9.96833333333
PBTA-PNOC003-Vardict-Somatic-PT_KTRJ8TFY-BS_5968GBGT-BS_SNRF1RKC	39.36	10.6636111111
PBTA-PNOC003-Vardict-Somatic-PT_MNSEJCDM-BS_Y74XAFJX-BS_29YQSB5E	37.66	9.8425
PBTA-PNOC003-Vardict-Somatic-PT_KBFM551M-BS_J8EK6RNF-BS_HJ7HYZ7N	28.65	13.7186111111
PBTA-PNOC003-Vardict-Somatic-PT_NK8A49X5-BS_6JBE0947-BS_STZ2C71Q	35.34	9.14166666667
PBTA-PNOC003-Vardict-Somatic-PT_WGVEF96B-BS_4DQAQFQH-BS_36YFSGDX	47.29	12.2291666667
PBTA-PNOC003-Vardict-Somatic-PT_HGM20MW7-BS_FK3B5SDH-BS_Z370T42N	47.02	13.0205555556
PBTA-PNOC003-Vardict-Somatic-PT_V1HNAC2Q-BS_YZD4SSMA-BS_E5RKHG41	43.81	11.8352777778
PBTA-PNOC003-Vardict-Somatic-PT_VPEMAQBN-BS_VXDGXQKZ-BS_D48QXYW6	21.92	15.0605555556
PBTA-PNOC003-Vardict-Somatic-PT_QA9WJ679-BS_7PF3C1P7-BS_QPSQPDR8	51.78	12.7930555556
PBTA-PNOC003-Vardict-Somatic-PT_MNSEJCDM-BS_ZSH09N84-BS_29YQSB5E	43.75	11.4427777778
PBTA-PNOC003-Vardict-Somatic-PT_M23Q0DC3-BS_CGXTFM67-BS_6GS4XT7F	52.61	14.3944444444
PBTA-PNOC003-Vardict-Somatic-PT_V1HNAC2Q-BS_NNFDFAFM-BS_E5RKHG41	46.1	11.2902777778
PBTA-PNOC003-Vardict-Somatic-PT_WGVEF96B-BS_TQ0J7WJQ-BS_36YFSGDX	42.34	20.4733333333
PBTA-PNOC003-Vardict-Somatic-PT_1E3E6GMF-BS_7GKF6M85-BS_BKCPNFZ5	39.59	16.6644444444
PBTA-PNOC003-Vardict-Somatic-PT_MNSEJCDM-BS_J8EH1N7V-BS_29YQSB5E	27.81	13.8491666667
PBTA-PNOC003-Vardict-Somatic-PT_KBFM551M-BS_M5FM63EB-BS_9H6Z0MEG	66.45	18.455
PBTA-PNOC003-Vardict-Somatic-PT_NK8A49X5-BS_1MME7FBS-BS_STZ2C71Q	52.67	14.7816666667
PBTA-PNOC003-Vardict-Somatic-PT_KZ56XHJT-BS_D6STCMQS-BS_3PNWA7WT	15.95	8.81833333333
PBTA-PNOC003-Vardict-Somatic-PT_KBFM551M-BS_QZRP3NSG-BS_9H6Z0MEG	24.29	17.2072222222
PBTA-PNOC003-Vardict-Somatic-PT_KTRJ8TFY-BS_AF5D41PD-BS_SNRF1RKC	34.13	8.66444444444
PBTA-PNOC003-Vardict-Somatic-PT_M9XXJ4GR-BS_R6CKWZW6-BS_9TSKXKGH	52.89	15.5080555556
PBTA-PNOC003-Vardict-Somatic-PT_KTRJ8TFY-BS_EE73VE7V-BS_SNRF1RKC	37.86	10.0022222222
PBTA-PNOC003-Vardict-Somatic-PT_KZ56XHJT-BS_0ATJ22QA-BS_3PNWA7WT	64.95	16.9630555556
PBTA-PNOC003-Vardict-Somatic-PT_VPEMAQBN-BS_Q6GVRAWK-BS_D48QXYW6	56.94	20.9975
PBTA-PNOC003-Vardict-Somatic-PT_KZ56XHJT-BS_22VCR7DF-BS_3PNWA7WT	30.13	10.8319444444
PBTA-PNOC003-Vardict-Somatic-PT_KTRJ8TFY-BS_3VKW5988-BS_SNRF1RKC	42.72	23.6844444444
PBTA-PNOC003-Vardict-Somatic-PT_NK8A49X5-BS_HEJ72V3F-BS_668350EZ	43.99	13.4138888889
PBTA-CBTTC-Vardict-Somatic-PT_MSQ6GSVP-BS_HJ95JNFN-BS_9R1ENMBP	14.8	12.0480555556
PBTA-CBTTC-Vardict-Somatic-PT_CYBYN18G-BS_T1SNKF50-BS_DCEAZ94R	54.84	19.6458333333
PBTA-CBTTC-Vardict-Somatic-PT_YJGTKDV0-BS_XVBX7ZK1-BS_K9TB43R2	40.67	13.7680555556
PBTA-CBTTC-Vardict-Somatic-PT_ZZRBX5JT-BS_JE1DF581-BS_83YQS965	15.33	11.9977777778
PBTA-CBTTC-Vardict-Somatic-PT_K8ZV7APT-BS_5XZP7F4Q-BS_Q6K6BVTF	25.48	16.8780555556
PBTA-CBTTC-Vardict-Somatic-PT_P4ZEFY19-BS_QGX93WPF-BS_SN2CD2FC	50.21	24.0375
PBTA-CBTTC-Vardict-Somatic-PT_1H2REHT2-BS_7M7JNG00-BS_0KKH9VKP	24.0	13.1225
PBTA-CBTTC-Vardict-Somatic-PT_SCCDBETQ-BS_XM302FF4-BS_G64B5MDA	13.49	12.0419444444
PBTA-CBTTC-Vardict-Somatic-PT_S2ASFBP7-BS_969K7ZM1-BS_JDD16DMY	19.55	16.7480555556
PBTA-CBTTC-Vardict-Somatic-PT_HV6C0T34-BS_16TBX6G5-BS_PT1DC3ZF	20.71	18.8452777778
PBTA-CBTTC-Vardict-Somatic-PT_QZN7FZER-BS_VK46N40F-BS_P2QCH2SY	13.79	13.1463888889
PBTA-CBTTC-Vardict-Somatic-PT_XP8AM1CH-BS_1EQGGHHQ-BS_938K7FSV	30.07	15.4761111111
PBTA-CBTTC-Vardict-Somatic-PT_AXMVG8QE-BS_Q88059DJ-BS_1VKV3MYJ	22.89	19.315
PBTA-CBTTC-Vardict-Somatic-PT_Z4BF2NSB-BS_W2QCHQ7E-BS_ZY319KJ4	16.04	14.7183333333
PBTA-CBTTC-Vardict-Somatic-PT_1DY2TP9N-BS_376Q9QKG-BS_EXKVBK51	24.32	20.5844444444
PBTA-CBTTC-Vardict-Somatic-PT_ZMKMKCFQ-BS_WDTT7PG2-BS_00QJE3E5	14.01	14.4397222222
PBTA-CBTTC-Vardict-Somatic-PT_6VJ5PNKS-BS_JJWC13GG-BS_SWHT4TC3	15.08	14.7438888889
PBTA-CBTTC-Vardict-Somatic-PT_976P4557-BS_6HE8H9HY-BS_G4NEC9N5	66.22	20.9255555556
PBTA-CBTTC-Vardict-Somatic-PT_KEQ53KRH-BS_R1G6SG0K-BS_6VTM903X	31.29	19.5872222222
PBTA-CBTTC-Vardict-Somatic-PT_TEBD1SES-BS_K3YT05M7-BS_ZSAHMF4V	14.53	11.9294444444
PBTA-CBTTC-Vardict-Somatic-PT_AWBPNFM5-BS_5V2FBYQG-BS_DF6YZT8Y	28.53	13.1675
PBTA-CBTTC-Vardict-Somatic-PT_6GDPNFA6-BS_XGVSX8BX-BS_N56BGDK6	25.4	17.9572222222
PBTA-CBTTC-Vardict-Somatic-PT_EQ5C5TEA-BS_0S617SMM-BS_HVCBQ58H	42.5	18.0469444444
PBTA-CBTTC-Vardict-Somatic-PT_XA8ASFJK-BS_Z7R92XX6-BS_CZGNQ9KQ	48.76	22.1716666667
PBTA-CBTTC-Vardict-Somatic-PT_BZKJR4GK-BS_NTXHP7QR-BS_C7M1W9D1	40.21	20.8755555556
PBTA-CBTTC-Vardict-Somatic-PT_J302B8Y5-BS_GTAJFTTR-BS_0PB4PTHT	19.05	19.7947222222
PBTA-CBTTC-Vardict-Somatic-PT_2ECVKTTQ-BS_ERMGD2N5-BS_2EAATK5V	17.0	16.9136111111
PBTA-CBTTC-Vardict-Somatic-PT_N9W4GT6D-BS_AVS4DSZW-BS_Z7681S6Y	52.06	31.6230555556
PBTA-CBTTC-Vardict-Somatic-PT_QEP13FH4-BS_Y5DA59M3-BS_4HD33MVB	25.63	18.4558333333
PBTA-CBTTC-Vardict-Somatic-PT_K5KH69Q1-BS_BS5X4H0Y-BS_ZAN8EYCC	19.67	16.8669444444
PBTA-CBTTC-Vardict-Somatic-PT_S7YHNHSS-BS_KSRYKCDE-BS_T3FD64Z7	18.45	13.1527777778
PBTA-CBTTC-Vardict-Somatic-PT_CQ7EGCMB-BS_PJ08ZW9A-BS_HQEFFVM1	17.58	15.7966666667
PBTA-CBTTC-Vardict-Somatic-PT_QDGVJKE0-BS_EP25TTAG-BS_35M8GBJ4	17.44	15.4005555556
PBTA-CBTTC-Vardict-Somatic-PT_R1DHB0ZT-BS_E9ATGWME-BS_MS9061DG	13.72	14.3288888889
PBTA-CBTTC-Vardict-Somatic-PT_K94ZVZMX-BS_W3R2DQ86-BS_X4VBHJSZ	11.6	11.7005555556
PBTA-CBTTC-Vardict-Somatic-PT_9DMMZ08D-BS_H174820R-BS_XEY2VWR9	14.97	11.4961111111
PBTA-CBTTC-Vardict-Somatic-PT_GCKT4FJX-BS_2HNHCSNB-BS_1GMX5YEM	41.12	21.5336111111
PBTA-CBTTC-Vardict-Somatic-PT_ER1C7KPB-BS_D59VEERR-BS_5T9PYCRT	15.47	15.0241666667
PBTA-CBTTC-Vardict-Somatic-PT_WYVMWYVA-BS_HC4T1EEP-BS_ZRVFD8TY	16.02	16.0388888889
PBTA-CBTTC-Vardict-Somatic-PT_ZZRBX5JT-BS_AGD2ATY1-BS_83YQS965	27.45	17.2227777778
PBTA-CBTTC-Vardict-Somatic-PT_38FS37DP-BS_JX1PK0VW-BS_6VQ446ZB	34.32	16.0958333333
PBTA-CBTTC-Vardict-Somatic-PT_CK41DW03-BS_3AERRZQT-BS_4RV40GPD	16.88	15.2208333333
PBTA-CBTTC-Vardict-Somatic-PT_7TEHW6VQ-BS_KYPZRS4S-BS_TA48KCWF	18.33	13.6963888889
PBTA-CBTTC-Vardict-Somatic-PT_6Q0NPVP3-BS_E5H6CFYT-BS_B3WREYSV	21.54	13.1125
PBTA-CBTTC-Vardict-Somatic-PT_12JTZFC2-BS_P0KQFXNC-BS_49Z8WJP2	17.14	15.4011111111
PBTA-CBTTC-Vardict-Somatic-PT_23NZGSRJ-BS_05S9WJW6-BS_KSRKPT4Z	11.53	11.8630555556
PBTA-CBTTC-Vardict-Somatic-PT_4EDBZRM2-BS_9M49SGAQ-BS_TV8HD883	31.4	17.0169444444
PBTA-CBTTC-Vardict-Somatic-PT_HVZTF42R-BS_53TV75NN-BS_M28J7CGM	27.79	14.8427777778
PBTA-CBTTC-Vardict-Somatic-PT_5VAKED5F-BS_7M5272WN-BS_TGEBNSS2	17.77	13.6263888889
PBTA-CBTTC-Vardict-Somatic-PT_HM2GMT2H-BS_8YQGSMDK-BS_GKFY1GX4	56.03	22.4297222222
PBTA-CBTTC-Vardict-Somatic-PT_EYHJQQ8E-BS_HW4J7JM8-BS_RKNNAG23	62.67	23.6713888889
PBTA-CBTTC-Vardict-Somatic-PT_DEYCW197-BS_6XP91JM2-BS_YWHDJ7FE	18.07	17.9086111111
PBTA-CBTTC-Vardict-Somatic-PT_3KM9W8S8-BS_859AV1DB-BS_1DM8G1V8	57.61	37.1344444444
PBTA-CBTTC-Vardict-Somatic-PT_32J909WM-BS_JDMM2XG4-BS_ABDWNW1A	15.88	14.6541666667
PBTA-CBTTC-Vardict-Somatic-PT_ECBD1D5J-BS_84AQCZE4-BS_ST9MMP22	17.46	16.2186111111
PBTA-CBTTC-Vardict-Somatic-PT_MNHMAH0S-BS_MJJZJMTK-BS_RZHVM2QD	24.3	17.6497222222
PBTA-CBTTC-Vardict-Somatic-PT_JNEV57VK-BS_HM5GFJN8-BS_SGS26NXP	13.15	13.0447222222
PBTA-CBTTC-Vardict-Somatic-PT_Z4GS3ZQQ-BS_6ZP2KRPW-BS_82HQ2RBJ	38.99	16.3986111111
PBTA-CBTTC-Vardict-Somatic-PT_PSX2CSYX-BS_AFAHY6HP-BS_W9MBVTYX	34.29	16.7741666667
PBTA-CBTTC-Vardict-Somatic-PT_2WA5PM32-BS_AJFG2QDD-BS_D4YJXS6R	17.19	16.7505555556
PBTA-CBTTC-Vardict-Somatic-PT_W7FK539G-BS_25VZM81R-BS_99HARYGS	43.2	25.2758333333
PBTA-CBTTC-Vardict-Somatic-PT_HNZNZ635-BS_TX8C5VAJ-BS_59H6VFJX	37.08	17.2430555556
PBTA-CBTTC-Vardict-Somatic-PT_69C7CBFW-BS_MJ8EGM54-BS_VA0KWD52	13.18	11.9322222222
PBTA-CBTTC-Vardict-Somatic-PT_GAM3E6M3-BS_9E632VPJ-BS_ZDBEHEPY	14.91	12.7805555556
PBTA-CBTTC-Vardict-Somatic-PT_SJEG0MKD-BS_JJZPY3BG-BS_Z5JH1FMC	15.13	15.9677777778
PBTA-CBTTC-Vardict-Somatic-PT_89XRZBSG-BS_X1DSETVE-BS_XHT3F34T	17.06	16.0616666667
PBTA-CBTTC-Vardict-Somatic-PT_QT9T89S5-BS_T97EP8H0-BS_X7EQKJZH	55.61	19.2355555556
PBTA-CBTTC-Vardict-Somatic-PT_2WVW55DA-BS_R94EDP5H-BS_M4KBSYZ2	15.99	15.5708333333
PBTA-CBTTC-Vardict-Somatic-PT_DH8A0SNQ-BS_BYJDRXMK-BS_S7MPY3T4	31.34	17.5041666667
PBTA-CBTTC-Vardict-Somatic-PT_S2BEPYQ0-BS_ABZ3BK38-BS_0TCRV9AC	17.88	13.9580555556
PBTA-CBTTC-Vardict-Somatic-PT_Z4PJA6KT-BS_TF5TTEXH-BS_EYXVNC69	27.73	13.9477777778
PBTA-CBTTC-Vardict-Somatic-PT_7TRGHZBK-BS_XEVMEYFS-BS_HNWNZFHA	13.81	10.9025
PBTA-CBTTC-Vardict-Somatic-PT_F1086Z0A-BS_BWZTMWTM-BS_XFT4ENH2	17.28	12.1688888889
PBTA-CBTTC-Vardict-Somatic-PT_0CRPE7YP-BS_YPCTK927-BS_KD07YRG3	19.23	14.01
PBTA-CBTTC-Vardict-Somatic-PT_5KRVE8E4-BS_QX754ADQ-BS_QYFY15FA	33.34	16.3961111111
PBTA-CBTTC-Vardict-Somatic-PT_0WMP712K-BS_KAZENYZE-BS_4EAVBDKR	54.28	32.9341666667
PBTA-CBTTC-Vardict-Somatic-PT_JW6FBEFK-BS_3P96RT4E-BS_6K3Y2WXF	28.81	15.3366666667
PBTA-CBTTC-Vardict-Somatic-PT_AYZA2WCW-BS_0Q8G4N8H-BS_T20VY3XN	17.27	15.8102777778
PBTA-CBTTC-Vardict-Somatic-PT_124TTG01-BS_85Y70BHE-BS_KAPQRSFM	33.62	21.0027777778
PBTA-CBTTC-Vardict-Somatic-PT_T93J9EGZ-BS_3J4T2YYW-BS_Y2Z06EDG	32.69	14.8275
PBTA-CBTTC-Vardict-Somatic-PT_GBDYKSPY-BS_KV3XF9WV-BS_CMDFBW42	44.98	23.1680555556
PBTA-CBTTC-Vardict-Somatic-PT_02J5CWN5-BS_2VB8649B-BS_CW6NWAWQ	13.34	13.9752777778
PBTA-CBTTC-Vardict-Somatic-PT_82MX6J77-BS_P42V737Y-BS_8782G07F	28.07	15.3877777778
PBTA-CBTTC-Vardict-Somatic-PT_1EB5KHZX-BS_C0YDDQKB-BS_YNN71TNT	26.36	17.6866666667
PBTA-CBTTC-Vardict-Somatic-PT_7M2PGCBV-BS_QRH793AV-BS_YVH56WW3	18.33	14.8219444444
PBTA-CBTTC-Vardict-Somatic-PT_3VQEVNDD-BS_9G7ETYHR-BS_PC83EJY8	28.52	19.3763888889
PBTA-CBTTC-Vardict-Somatic-PT_EZW3S4F1-BS_QBZDQX7A-BS_39FV4VJR	20.85	18.915
PBTA-CBTTC-Vardict-Somatic-PT_EDWA0XTP-BS_WP2D11SK-BS_91CV203N	14.09	12.6313888889
PBTA-CBTTC-Vardict-Somatic-PT_A325EYR2-BS_YB99Q6TN-BS_DP925FZV	19.47	18.7822222222
PBTA-CBTTC-Vardict-Somatic-PT_KVMF5TFW-BS_8FSJDG2T-BS_0QP42DN4	42.72	16.4527777778
PBTA-CBTTC-Vardict-Somatic-PT_57YP9ABV-BS_YKQP4SBX-BS_FSK1AK5N	26.89	13.8211111111
PBTA-CBTTC-Vardict-Somatic-PT_TGTJECMR-BS_ZJSMC22A-BS_N4D5BPQP	20.34	13.5422222222
PBTA-CBTTC-Vardict-Somatic-PT_279D9QZ8-BS_1YTHM07J-BS_VBB1XSPW	23.33	19.0483333333
PBTA-CBTTC-Vardict-Somatic-PT_DQ3ZCHB6-BS_PMSZKZP7-BS_FD2A9E05	44.32	20.1088888889
PBTA-CBTTC-Vardict-Somatic-PT_V5ASTHRH-BS_HNE6BPMH-BS_9HVNGAB8	41.07	18.0588888889
PBTA-CBTTC-Vardict-Somatic-PT_7E3V3JFX-BS_G16NM5WJ-BS_5BZXVKWT	40.05	22.1919444444
PBTA-CBTTC-Vardict-Somatic-PT_GERCQ0JG-BS_HZV4WDTB-BS_W1T5T8WS	13.98	14.1713888889
PBTA-CBTTC-Vardict-Somatic-PT_RH59ET3M-BS_KRYYDC2X-BS_SMRT95TG	24.95	15.9102777778
PBTA-CBTTC-Vardict-Somatic-PT_EPFX7V9H-BS_NB509KST-BS_Z9WDGDVR	16.55	15.5152777778
PBTA-CBTTC-Vardict-Somatic-PT_MPRBGGEJ-BS_KYG3H6C6-BS_XRF8D151	23.94	29.805
PBTA-CBTTC-Vardict-Somatic-PT_CTSQ5FHH-BS_HPMX6CT4-BS_GCNH4CC0	14.68	25.7155555556
PBTA-CBTTC-Vardict-Somatic-PT_PR4YBBH3-BS_PPY0EWPG-BS_9BBWSCD6	45.58	38.0622222222
PBTA-CBTTC-Vardict-Somatic-PT_Y5KY6KN9-BS_AYPBAHJ6-BS_NWXG4ZNS	30.85	29.9102777778
PBTA-CBTTC-Vardict-Somatic-PT_02MVZZSW-BS_MW74GF38-BS_XCKDRRYT	25.85	30.2811111111
PBTA-CBTTC-Vardict-Somatic-PT_BNARR0N6-BS_99PPRCW4-BS_05H4Y3ZF	30.15	32.2641666667
PBTA-CBTTC-Vardict-Somatic-PT_RDJ40M73-BS_928HWFFM-BS_HT2S4SW0	16.72	26.0027777778
PBTA-CBTTC-Vardict-Somatic-PT_7T13FDWK-BS_DMBNB0EP-BS_BYA3D12Q	19.15	27.8611111111
PBTA-CBTTC-Vardict-Somatic-PT_GPQJYAW4-BS_W6B48DD5-BS_XAKR8MYK	31.49	32.045
PBTA-CBTTC-Vardict-Somatic-PT_WWZ2Q14R-BS_DVQYQSVW-BS_7QH9BCJQ	45.53	37.7208333333
PBTA-CBTTC-Vardict-Somatic-PT_YGN06RPZ-BS_3C4YAMKJ-BS_V8GEAEZJ	13.36	25.3983333333
PBTA-CBTTC-Vardict-Somatic-PT_0XN6EYXZ-BS_9F2J6VS1-BS_0RVVY4PS	12.41	25.7186111111
PBTA-CBTTC-Vardict-Somatic-PT_CBAYDRF9-BS_7BNQBB26-BS_C75Y7S77	11.3	23.8725
PBTA-CBTTC-Vardict-Somatic-PT_YZ8A8A36-BS_59FR1NC2-BS_7XEH55CB	9.14	22.9666666667
PBTA-CBTTC-Vardict-Somatic-PT_GCXG7800-BS_947CK40E-BS_F0K8DMTS	28.37	31.8586111111
PBTA-CBTTC-Vardict-Somatic-PT_GR8P8NY5-BS_P99S85CY-BS_ZMPNTK3D	27.49	29.9580555556
PBTA-CBTTC-Vardict-Somatic-PT_XXZHRPNM-BS_SMCPASF0-BS_ZMW21B7R	31.15	31.9944444444
PBTA-CBTTC-Vardict-Somatic-PT_WP871F5S-BS_XWQTX5HH-BS_2TZNPK1V	15.75	25.0622222222
PBTA-CBTTC-Vardict-Somatic-PT_W6AWJJK7-BS_9HEMB7RK-BS_K44TMQ9G	23.61	26.9052777778
PBTA-CBTTC-Vardict-Somatic-PT_XNTFM9XY-BS_WD37M8SD-BS_G473TPVG	55.74	34.6775
PBTA-CBTTC-Vardict-Somatic-PT_164RNWTT-BS_5D24XV4T-BS_TH4A63J7	31.81	32.7638888889
PBTA-CBTTC-Vardict-Somatic-PT_E79807KT-BS_3A0CJMRH-BS_N0X0S3JD	25.06	34.2883333333
PBTA-CBTTC-Vardict-Somatic-PT_HFQNKP5X-BS_6F49F7WH-BS_SDDK3Q44	32.36	36.2316666667
PBTA-CBTTC-Vardict-Somatic-PT_45P9F9MD-BS_0RF0G9SQ-BS_YCT0FK91	24.08	28.0044444444
PBTA-CBTTC-Vardict-Somatic-PT_WYR1DVHX-BS_ACTR13BQ-BS_Q0T0VAXT	14.94	26.7733333333
PBTA-CBTTC-Vardict-Somatic-PT_K39HM2JF-BS_YEWX69X4-BS_5M3NSS9K	30.36	28.5997222222
PBTA-CBTTC-Vardict-Somatic-PT_DH8A0SNQ-BS_B5Z2XV03-BS_S7MPY3T4	39.74	35.4086111111
PBTA-CBTTC-Vardict-Somatic-PT_DACV00WF-BS_PVZJCXS1-BS_TQYACCGG	34.75	35.1963888889
PBTA-CBTTC-Vardict-Somatic-PT_RRT2E7HK-BS_JHGFJR3D-BS_3J179Q27	34.73	30.98
PBTA-CBTTC-Vardict-Somatic-PT_VZTTTP3Q-BS_16FT8V4B-BS_APFT88Y3	177.31	84.0255555556
PBTA-CBTTC-Vardict-Somatic-PT_TB8HPJBN-BS_G2016BE5-BS_45VHDFRD	31.51	36.0513888889
PBTA-CBTTC-Vardict-Somatic-PT_PF9EC93Q-BS_80078QDG-BS_K4XGEGW0	37.2	35.9125
PBTA-CBTTC-Vardict-Somatic-PT_DEDRCQWH-BS_ZHJFX6C9-BS_T3VJQSYM	34.09	30.4186111111
